""	"SRR12534940"	"SRR12534942"	"SRR12534944"	"SRR12534946"	"SRR12534964"	"SRR12534966"	"SRR12534968"	"SRR12534970"
"LOC106563485"	5455	4149	3715	4574	4679	4563	4558	3470
"LOC106563488"	4033	4005	3765	3875	3927	3615	3841	2993
"LOC106563491"	8	11	11	31	10	38	20	12
"LOC106563492"	101	61	48	114	70	57	78	95
"LOC106563493"	14	6	3	20	19	28	18	36
"LOC106563494"	2	0	1	3	2	1	1	2
"LOC106563496"	1334	1083	803	1151	963	858	941	853
"LOC106563497"	0	0	0	1	4	1	6	2
"LOC106563498"	5202	5885	6136	6364	4363	4948	6054	3667
"LOC106563499"	3	4	2	4	2	2	5	1
"LOC106563500"	4150	3003	2674	3194	2995	2435	2992	2335
"LOC106563501"	4211	5283	3876	5212	3743	3798	4433	2848
"LOC106563502"	5	0	2	2	0	2	0	1
"LOC106563503"	0	0	0	0	3	0	0	0
"LOC106563504"	64	57	62	66	61	93	84	53
"LOC106563505"	3531	2963	2573	3109	3303	4016	3371	5094
"LOC106563507"	46	37	59	75	33	37	29	20
"LOC106563508"	3	1	1	1	0	4	0	4
"LOC106563509"	1038	1061	832	1069	975	850	951	784
"LOC106563511"	990	848	920	891	925	896	1083	794
"LOC106563512"	66	94	53	56	118	150	128	141
"LOC106563513"	318	364	363	321	369	247	287	217
"LOC106563514"	280	239	203	203	240	267	201	258
"LOC106563517"	1934	2030	1528	2298	2034	3246	2197	3487
"LOC106563518"	39	33	51	51	59	62	65	66
"LOC106563519"	0	0	0	0	1	0	1	0
"LOC106563520"	4471	4368	3841	4047	3616	3125	3476	2316
"LOC106563521"	81	72	114	79	59	80	75	68
"LOC106563522"	0	4	3	2	0	58	20	59
"LOC106563523"	11	29	20	40	104	161	80	478
"LOC106563524"	1438	1858	1885	1588	1901	1853	2124	1497
"LOC106563525"	12	7	106	85	5	8	5	1
"LOC106563526"	3	1	1	1	3	0	0	0
"LOC106563528"	77	129	63	60	55	72	113	56
"LOC106563529"	1	0	2	1	0	2	3	0
"LOC106563530"	170	204	152	145	218	301	228	309
"LOC106563531"	1785	1744	1386	1669	1427	1463	1543	1336
"LOC106563532"	39	22	40	26	22	44	35	21
"LOC106563533"	415	461	435	534	620	818	586	1114
"LOC106563534"	3	12	3	7	11	28	22	16
"LOC106563539"	1	0	0	0	1	0	1	0
"LOC106563543"	0	1	2	0	4	1	0	0
"LOC106563547"	0	0	1	0	1	0	5	0
"LOC106563548"	102	192	114	113	177	217	172	133
"LOC106563553"	1	0	0	1	0	0	0	0
"LOC106563556"	8	1	3	6	5	8	6	3
"LOC106563559"	56	83	61	88	234	329	158	1048
"LOC106563560"	4	3	12	7	29	38	16	13
"LOC106563561"	16	39	22	40	47	103	60	142
"LOC106563563"	4	8	4	5	10	15	13	66
"LOC106563564"	183	93	128	170	115	2	74	4
"LOC106563565"	314	214	206	272	144	314	330	454
"LOC106563566"	120	32	68	66	41	38	57	64
"LOC106563567"	1	1	0	0	0	1	0	0
"LOC106563569"	16	26	25	19	19	15	17	83
"LOC106563572"	54	51	49	35	55	92	107	71
"LOC106563575"	134	177	177	125	185	168	172	134
"LOC106563576"	114	72	68	90	69	71	56	61
"LOC106563577"	1685	1594	1093	1679	1579	1459	1427	1199
"LOC106563578"	40	36	27	33	34	16	22	27
"LOC106563582"	5915	5351	5009	5158	4831	4430	5017	3082
"LOC106563583"	90	71	72	64	51	79	116	47
"LOC106563584"	3349	3343	3144	3181	3445	3060	3264	2422
"LOC106563585"	1268	1061	955	1322	1089	1182	956	1068
"LOC106563587"	4156	4151	3311	3970	3539	3660	3352	3103
"LOC106563588"	4511	4863	3743	5157	3732	3794	3283	3849
"LOC106563590"	9	3	7	9	2	2	4	6
"LOC106563591"	1237	1173	1027	1027	1400	1206	1228	918
"LOC106563592"	31	7	2	38	9	6	9	4
"LOC106563593"	2670	2751	2195	2895	2316	2414	2427	2263
"LOC106563594"	1724	2649	2758	1332	2494	2140	3530	1972
"LOC106563595"	26	19	15	31	17	11	17	9
"LOC106563597"	8	7	3	1	8	30	9	270
"LOC106563603"	2826	2698	2340	2690	2442	2031	2444	1761
"LOC106563606"	9	3	11	4	7	8	7	5
"LOC106563608"	464	420	405	495	422	375	417	320
"LOC106563609"	193	144	140	280	279	416	296	502
"LOC106563615"	37	21	21	39	18	13	32	24
"LOC106563617"	40	54	51	66	74	168	103	207
"LOC106563618"	2481	2199	2059	2246	2054	1661	2267	1381
"LOC106563620"	179	40	23	79	11	64	32	38
"LOC106563621"	6247	5813	5445	5806	5825	4857	5826	3921
"LOC106563622"	247	116	214	278	135	206	100	188
"LOC106563623"	82	58	73	112	88	81	92	73
"LOC106563627"	896	720	865	900	786	746	698	714
"LOC106563630"	1	1	1	0	1	0	1	0
"LOC106563631"	172	188	196	167	141	183	191	177
"LOC106563632"	0	1	0	0	0	0	0	0
"LOC106563633"	0	1	0	0	0	0	0	0
"LOC106563634"	1	0	1	0	0	0	0	1
"LOC106563635"	0	0	0	2	0	1	1	0
"LOC106563637"	2	1	1	0	4	2	2	1
"LOC106563638"	0	0	0	1	0	0	0	0
"LOC106563642"	0	0	0	0	0	0	0	0
"LOC106563643"	0	0	0	0	0	0	0	0
"LOC106563644"	1	2	2	1	0	0	0	0
"LOC106563645"	0	0	1	0	1	0	0	0
"LOC106563652"	1	1	3	4	5	13	11	57
"LOC106563655"	0	0	0	0	0	0	0	0
"LOC106563656"	0	0	0	0	0	0	0	0
"LOC106563658"	0	1	1	0	0	0	1	0
"LOC106563661"	154	151	106	128	134	185	157	167
"LOC106563668"	8717	7708	6948	7454	6771	5809	6700	4305
"LOC106563669"	312	151	458	465	326	148	301	93
"LOC106563671"	7042	5349	4416	5755	5199	4405	4303	3349
"LOC106563672"	272	199	189	213	181	224	206	157
"LOC106563673"	987	986	892	951	972	740	891	681
"LOC106563675"	2	1	3	6	5	4	6	5
"LOC106563676"	1	7	5	12	23	26	29	78
"LOC106563678"	0	0	0	1	0	0	0	0
"LOC106563679"	2	2	4	1	3	0	1	0
"LOC106563680"	583	623	655	677	609	514	541	455
"LOC106563681"	320	257	244	237	244	176	225	214
"LOC106563682"	389	345	352	330	530	362	454	317
"LOC106563683"	244	188	267	293	230	227	296	262
"LOC106563684"	24	14	9	35	18	19	22	6
"LOC106563685"	1313	1470	1293	1311	1661	1299	1411	1078
"LOC106563686"	608	433	560	801	616	539	599	505
"LOC106563687"	1539	1115	899	1328	1249	949	831	874
"LOC106563689"	1	1	1	4	2	8	1	2
"LOC106563690"	40	101	88	72	186	519	182	1045
"LOC106563691"	10	9	2	4	12	28	12	14
"LOC106563692"	3479	2678	2724	3375	2741	2268	2335	2101
"LOC106563694"	10	10	6	4	3	4	5	0
"LOC106563695"	223	311	187	236	178	161	239	149
"LOC106563696"	0	1	0	0	0	0	0	0
"LOC106563697"	1245	1135	1343	940	1226	1167	1321	1045
"LOC106563698"	187	299	177	203	198	280	176	192
"LOC106563703"	30	39	17	18	38	55	58	49
"LOC106563704"	69	99	57	83	93	180	77	329
"LOC106563705"	1315	1503	1322	1346	1381	1232	1277	991
"LOC106563710"	5	9	5	6	5	7	18	11
"LOC106563715"	508	412	515	421	446	418	438	350
"LOC106563716"	926	999	1021	731	1023	778	898	620
"LOC106563717"	0	1	0	0	0	0	0	0
"LOC106563726"	1135	1162	1159	1001	1448	1281	1566	1195
"LOC106563727"	2271	2149	2057	2086	2121	1959	1942	1773
"LOC106563728"	0	0	0	0	0	0	1	0
"LOC106563729"	4	9	13	9	12	9	9	4
"LOC106563730"	1006	2202	1920	1487	4057	9764	4462	16470
"LOC106563731"	735	831	680	816	671	684	731	500
"LOC106563733"	2147	2243	1878	2001	1465	1786	1970	1289
"LOC106563734"	15	26	30	21	47	47	31	38
"LOC106563735"	0	0	0	0	0	0	0	0
"LOC106563737"	0	3	6	4	2	4	0	3
"LOC106563738"	0	0	1	0	0	1	1	5
"LOC106563739"	0	2	0	2	2	2	0	0
"LOC106563742"	2	2	1	0	6	4	8	2
"LOC106563746"	198	166	207	113	174	159	208	107
"LOC106563748"	811	634	671	600	585	666	460	639
"LOC106563749"	1560	1637	1285	1315	1767	1476	1674	1227
"LOC106563750"	2958	2822	2480	2667	2366	2371	2344	1643
"LOC106563752"	0	0	0	2	1	0	0	0
"LOC106563753"	0	1	0	1	1	0	0	2
"LOC106563754"	0	0	0	1	0	0	0	0
"LOC106563755"	5	1	5	4	7	10	5	5
"LOC106563756"	705	594	596	752	763	653	690	582
"LOC106563757"	141	96	155	158	136	272	151	351
"LOC106563758"	8	5	6	6	17	23	26	165
"LOC106563759"	102	125	149	152	425	267	311	211
"LOC106563760"	155	169	157	148	379	723	379	590
"LOC106563761"	15	20	13	20	21	31	44	40
"LOC106563762"	199	157	180	216	289	483	289	513
"LOC106563767"	7	5	9	6	5	10	3	24
"LOC106563768"	1068	852	885	596	946	908	1131	721
"LOC106563769"	134	151	118	175	136	127	165	107
"LOC106563770"	435	409	314	432	356	317	345	285
"LOC106563771"	675	1769	773	1140	2953	1094	1671	1178
"LOC106563772"	577	211	377	472	441	144	385	169
"LOC106563777"	0	0	0	1	0	0	3	0
"LOC106563780"	57	170	204	11	121	79	216	83
"LOC106563781"	22	26	30	36	74	142	97	108
"LOC106563788"	96	40	94	61	60	29	21	50
"LOC106563789"	110	193	236	168	585	917	494	3065
"LOC106563790"	6	355	7	1	6	105	269	181
"LOC106563791"	2747	2630	2126	2336	2558	2073	2248	1779
"LOC106563796"	7	2	2	5	5	5	4	4
"LOC106563797"	652	466	475	495	738	662	766	476
"LOC106563798"	2704	2237	1893	2122	2521	1756	1961	1587
"LOC106563799"	600	281	267	186	455	636	283	369
"LOC106563800"	2449	1946	1637	2630	1918	1515	1584	1326
"LOC106563802"	2575	2398	2279	2495	2097	2406	2073	2819
"LOC106563805"	0	1	0	0	0	1	0	0
"LOC106563806"	0	0	3	1	0	0	0	0
"LOC106563807"	6	1	1	0	1	1	1	2
"LOC106563808"	38	43	45	24	13	6	25	8
"LOC106563809"	0	0	0	0	0	0	0	0
"LOC106563811"	0	0	0	0	0	0	0	0
"LOC106563812"	0	1	0	0	0	2	1	0
"LOC106563813"	4469	6117	4923	5150	4564	5084	5367	3513
"LOC106563815"	532	643	651	583	804	945	895	972
"LOC106563818"	5	1	9	2	7	17	8	54
"LOC106563822"	20	28	25	17	32	79	49	187
"LOC106563823"	1439	1264	1324	1132	1251	1311	1196	1086
"LOC106563825"	10	6	14	16	29	65	38	88
"LOC106563826"	0	0	0	0	1	0	0	0
"LOC106563833"	2	0	1	12	2	9	5	14
"LOC106563843"	4	2	3	2	2	3	1	4
"LOC106563844"	1	0	1	0	0	0	0	0
"LOC106563846"	18	20	9	4	27	59	37	91
"LOC106563855"	79	54	66	78	123	36	67	30
"LOC106563868"	47	25	59	40	62	8	15	13
"LOC106563869"	17	12	33	30	23	19	27	38
"LOC106563870"	0	0	0	0	0	0	0	0
"LOC106563887"	1710	1732	1580	1495	2025	1562	1842	1661
"LOC106563906"	13	3	8	7	3	5	3	8
"LOC106563909"	3	6	1	2	2	2	2	2
"LOC106563910"	48	41	43	69	94	164	127	300
"LOC106563911"	7	9	8	8	8	14	12	7
"LOC106563918"	6061	6501	5891	5356	6813	5551	6216	4453
"LOC106563920"	0	1	0	0	2	5	0	16
"LOC106563925"	45	44	26	18	63	75	53	101
"LOC106563926"	0	0	0	0	0	0	0	0
"LOC106563928"	0	0	0	0	1	0	0	0
"LOC106563931"	9	49	13	31	62	94	82	167
"LOC106563935"	5	5	11	6	4	7	11	2
"LOC106563936"	283	242	152	322	260	285	327	179
"LOC106563938"	155	198	184	149	298	346	314	302
"LOC106563940"	3	3	1	2	39	6	2	33
"LOC106563942"	2	1	0	1	2	3	1	3
"LOC106563947"	780	602	766	1048	738	845	1139	1146
"LOC106563953"	2	1	0	0	1	1	0	0
"LOC106563957"	0	0	0	0	0	0	0	0
"LOC106563960"	0	0	0	1	0	0	0	1
"LOC106563963"	2	0	0	5	1	1	3	2
"LOC106563966"	0	0	0	0	1	0	0	0
"LOC106563967"	177	219	205	157	173	225	194	158
"LOC106563969"	3	4	5	8	7	6	18	8
"LOC106563972"	168	172	190	182	121	142	199	139
"LOC106563975"	8	2	7	5	2	6	3	5
"LOC106563979"	403	236	197	172	288	343	329	274
"LOC106563980"	107	58	81	79	89	88	65	69
"LOC106563981"	454	368	354	367	384	342	312	267
"LOC106563985"	27	51	26	37	60	80	65	87
"LOC106563987"	971	584	589	655	597	554	475	464
"LOC106563989"	534	480	611	539	524	681	628	425
"LOC106563991"	1078	729	476	1232	585	959	1719	961
"LOC106563992"	0	0	0	0	0	0	1	27
"LOC106563993"	25	25	25	63	28	16	16	28
"LOC106563996"	8	3	5	4	7	13	9	43
"LOC106563997"	11	11	8	10	15	17	13	20
"LOC106564000"	311	268	203	304	278	237	171	172
"LOC106564005"	24277	25916	20836	22908	20850	19561	19858	17269
"LOC106564006"	21	38	6	15	2	8	18	9
"LOC106564007"	535	393	443	520	455	339	408	319
"LOC106564008"	34	95	91	74	55	28	15	15
"LOC106564009"	116	81	97	112	96	72	66	63
"LOC106564010"	974	658	739	881	726	548	558	476
"LOC106564011"	1210	865	810	1019	837	629	692	584
"LOC106564013"	4077	3803	3180	3828	3379	3889	3247	3332
"LOC106564014"	89	108	106	143	104	93	65	69
"LOC106564015"	6	5	2	3	2	3	3	2
"LOC106564016"	9	4	6	9	31	28	23	38
"LOC106564017"	642	424	444	559	473	417	410	311
"LOC106564018"	9	17	7	8	27	28	22	68
"LOC106564020"	95	54	38	82	48	49	63	28
"LOC106564021"	31	7	17	19	23	7	11	6
"LOC106564022"	231	189	232	219	203	203	181	139
"LOC106564023"	638	458	478	505	480	310	318	230
"LOC106564026"	260	173	112	201	207	97	133	103
"LOC106564028"	233	199	101	170	151	131	115	105
"LOC106564030"	1826	1282	1103	1442	1480	1002	1046	925
"LOC106564031"	628	432	366	376	457	373	393	329
"LOC106564034"	222	134	176	172	205	148	172	115
"LOC106564035"	2	0	2	1	2	10	6	8
"LOC106564036"	673	512	695	419	596	573	437	365
"LOC106564037"	2972	2316	2074	2351	2469	2398	2141	1586
"LOC106564038"	36	24	24	25	42	27	38	44
"LOC106564039"	543	458	435	468	430	352	415	283
"LOC106564040"	401	457	556	495	461	396	422	265
"LOC106564041"	247	221	196	191	202	186	218	186
"LOC106564042"	341	167	224	261	220	169	174	139
"LOC106564044"	916	726	666	762	777	543	578	441
"LOC106564045"	735	525	668	705	537	495	502	400
"LOC106564046"	45	53	25	42	38	40	52	32
"LOC106564047"	18	13	107	8	22	9	50	12
"LOC106564048"	1126	880	861	997	880	808	722	641
"LOC106564049"	1242	811	802	977	784	597	699	592
"LOC106564050"	923	688	232	661	729	461	583	428
"LOC106564052"	255	284	300	241	288	291	227	177
"LOC106564056"	1618	1895	1599	1575	1412	1460	749	1035
"LOC106564057"	38	30	33	22	35	11	36	26
"LOC106564059"	361	289	388	324	304	268	232	210
"LOC106564061"	439	458	328	444	402	465	439	440
"LOC106564064"	111	98	99	92	114	72	75	62
"LOC106564067"	1	2	2	5	3	1	1	2
"LOC106564069"	85	155	102	102	202	116	113	119
"LOC106564070"	358	319	330	379	437	185	376	243
"LOC106564071"	28	38	13	32	42	45	29	54
"LOC106564072"	130	117	78	101	143	260	160	192
"LOC106564073"	1	0	2	1	2	3	3	1
"LOC106564074"	41	35	29	39	39	40	43	65
"LOC106564077"	332	494	227	265	416	297	394	239
"LOC106564078"	776	679	609	724	623	558	503	356
"LOC106564079"	954	735	809	634	699	526	462	371
"LOC106564080"	21	16	6	12	30	30	15	20
"LOC106564083"	205	190	207	176	269	344	340	223
"LOC106564086"	1824	1443	1202	1520	1738	1419	1289	1165
"LOC106564087"	443	497	336	231	258	410	328	292
"LOC106564088"	28	17	20	19	20	12	21	27
"LOC106564089"	282	144	568	236	316	120	285	203
"LOC106564090"	133	77	140	105	180	99	127	121
"LOC106564092"	1772	1581	1427	1547	1584	1366	1419	1185
"LOC106564093"	6	9	7	15	13	11	11	18
"LOC106564094"	57	35	24	30	35	63	42	75
"LOC106564095"	1077	825	827	984	875	773	725	510
"LOC106564097"	199	96	45	154	216	83	219	133
"LOC106564098"	5	2	6	6	6	9	5	2
"LOC106564100"	2	0	1	2	3	2	4	0
"LOC106564101"	807	680	318	750	549	686	677	503
"LOC106564102"	490	529	249	473	423	898	589	726
"LOC106564104"	360	200	186	265	224	212	246	198
"LOC106564107"	59	47	55	47	114	153	120	257
"LOC106564108"	24	15	20	2	16	11	15	11
"LOC106564110"	8	5	7	4	10	3	9	6
"LOC106564111"	0	0	0	0	0	0	0	0
"LOC106564112"	591	471	412	432	457	371	296	339
"LOC106564113"	562	490	510	613	366	412	431	355
"LOC106564115"	159	129	147	158	140	128	143	158
"LOC106564116"	1256	1310	1174	1299	1111	1058	1112	895
"LOC106564120"	46	35	76	43	42	55	35	37
"LOC106564121"	2	1	2	2	2	5	5	3
"LOC106564122"	4300	3827	3237	3736	3571	3191	3550	2600
"LOC106564124"	931	528	655	742	638	555	552	464
"LOC106564125"	1810	1560	1595	1263	1670	1343	1420	845
"LOC106564126"	430	435	364	358	434	330	345	274
"LOC106564127"	45	33	50	52	45	28	46	41
"LOC106564128"	1732	1231	1270	1584	1311	993	949	870
"LOC106564129"	8	5	2	5	0	4	3	4
"LOC106564130"	152	122	122	137	218	169	204	174
"LOC106564131"	213	215	154	149	240	194	189	180
"LOC106564132"	212	333	250	186	367	275	392	206
"LOC106564136"	1207	661	759	863	588	742	728	628
"LOC106564138"	0	0	1	0	1	0	2	1
"LOC106564139"	658	557	500	549	719	810	631	516
"LOC106564140"	7	1	6	6	6	3	6	4
"LOC106564142"	0	0	0	0	0	1	0	0
"LOC106564143"	4084	3739	3725	3890	4001	3187	3504	2788
"LOC106564145"	667	665	651	657	561	596	611	471
"LOC106564147"	0	0	0	0	0	0	0	0
"LOC106564150"	2	1	0	0	0	4	0	1
"LOC106564152"	831	922	715	744	686	704	670	663
"LOC106564154"	5	2	4	5	8	12	7	4
"LOC106564156"	1122	788	763	947	970	977	1012	850
"LOC106564160"	156	143	75	88	141	116	135	133
"LOC106564161"	4	5	1	4	1	1	2	5
"LOC106564162"	0	64	20	1	3	22	4	1
"LOC106564163"	2	1	3	0	0	0	0	0
"LOC106564164"	1361	938	939	1142	1099	905	789	728
"LOC106564165"	26	24	23	25	44	76	70	68
"LOC106564166"	646	808	537	465	587	613	517	434
"LOC106564167"	211	135	122	204	172	169	173	123
"LOC106564171"	0	0	0	0	0	0	0	0
"LOC106564174"	382	156	326	338	278	248	303	270
"LOC106564177"	13	9	10	6	2	4	2	1
"LOC106564178"	2851	2265	2244	2156	2753	1902	2306	1581
"LOC106564179"	430	404	390	465	526	381	393	371
"LOC106564181"	35	18	16	17	18	37	41	41
"LOC106564193"	81	68	82	111	97	59	95	52
"LOC106564195"	408	437	455	398	585	608	634	598
"LOC106564198"	13	6	3	7	6	1	3	2
"LOC106564201"	1	1	1	3	3	8	2	7
"LOC106564202"	22	43	8	12	49	69	18	29
"LOC106564203"	267	452	399	369	413	356	294	194
"LOC106564204"	0	0	2	0	1	40	2	2
"LOC106564205"	51	41	37	28	67	79	48	81
"LOC106564206"	255	193	296	249	301	260	337	264
"LOC106564207"	393	350	404	385	355	393	339	323
"LOC106564208"	0	9	7	5	15	81	13	38
"LOC106564211"	454	331	437	390	220	141	305	122
"LOC106564212"	523	420	321	358	354	385	315	258
"LOC106564215"	0	0	0	0	1	0	2	8
"LOC106564216"	1	3	3	3	15	14	6	22
"LOC106564218"	0	0	1	1	1	0	0	0
"LOC106564221"	1557	1490	1302	1416	1557	1252	1633	1139
"LOC106564224"	246	231	176	242	265	186	174	129
"LOC106564225"	106	552	506	424	565	588	516	624
"LOC106564233"	0	0	0	0	0	0	0	1
"LOC106564234"	1	3	51	1	2	10	4	4
"LOC106564236"	192	214	136	237	200	115	135	108
"LOC106564237"	1	2	1	2	1	2	3	3
"LOC106564241"	1	2	0	1	0	7	1	42
"LOC106564242"	59	79	34	85	91	91	110	495
"LOC106564244"	10	8	6	11	2	2	3	7
"LOC106564246"	1	1	2	2	1	0	0	1
"LOC106564249"	33	33	14	26	12	28	16	7
"LOC106564251"	3	0	0	1	0	0	0	0
"LOC106564253"	3	2	3	3	5	2	2	2
"LOC106564255"	1331	1238	1203	1136	1570	1622	1882	1335
"LOC106564257"	1130	1072	996	1286	1040	806	891	707
"LOC106564258"	28	18	29	26	45	31	55	26
"LOC106564260"	32	30	23	34	57	44	23	30
"LOC106564261"	726	676	576	715	598	465	600	398
"LOC106564263"	1	1	2	1	2	4	1	1
"LOC106564264"	10	25	10	22	57	91	59	242
"LOC106564265"	516	546	509	506	485	409	498	367
"LOC106564266"	8	1	6	4	10	28	17	37
"LOC106564269"	332	483	363	290	444	304	465	341
"LOC106564271"	4111	3607	3568	3392	3472	2923	3113	2555
"LOC106564274"	0	0	1	2	0	0	0	1
"LOC106564275"	0	0	0	0	0	0	0	0
"LOC106564276"	8	1	0	2	3	2	2	0
"LOC106564287"	961	929	779	912	656	731	1001	613
"LOC106564290"	1	21	1	2	1	3	1	0
"LOC106564293"	4	4	1	4	5	5	7	0
"LOC106564294"	557	611	497	596	513	577	527	445
"LOC106564296"	0	0	0	0	0	0	0	0
"LOC106564297"	0	0	0	0	0	0	2	0
"LOC106564299"	0	0	0	0	0	0	0	0
"LOC106564302"	36	38	22	20	43	40	39	22
"LOC106564303"	867	803	750	761	991	766	761	695
"LOC106564305"	273	215	232	156	181	140	141	119
"LOC106564306"	6	1	0	4	3	1	2	3
"LOC106564307"	169	78	69	104	144	119	124	90
"LOC106564308"	0	0	0	0	0	1	2	4
"LOC106564309"	225	107	154	124	162	193	193	154
"LOC106564312"	239	220	193	154	221	297	268	240
"LOC106564313"	1328	1430	1111	1482	1294	1112	1288	1077
"LOC106564314"	0	0	0	0	0	0	0	0
"LOC106564315"	0	0	0	0	0	0	5	0
"LOC106564318"	355	425	358	329	408	389	471	325
"LOC106564320"	3	0	1	0	1	1	11	0
"LOC106564324"	21	15	27	28	28	17	13	10
"LOC106564328"	1	0	0	0	3	1	2	7
"LOC106564329"	0	0	0	0	0	0	0	0
"LOC106564332"	6	17	7	9	4	3	10	3
"LOC106564333"	713	614	702	573	934	635	866	505
"LOC106564334"	225	197	186	188	192	219	212	178
"LOC106564336"	0	0	0	0	0	0	0	0
"LOC106564337"	156	344	138	208	203	109	309	129
"LOC106564339"	44	51	47	54	45	57	32	33
"LOC106564340"	10	11	16	8	16	26	13	16
"LOC106564343"	153	251	197	207	247	275	289	174
"LOC106564346"	786	594	885	664	481	463	591	417
"LOC106564347"	0	0	0	0	0	0	0	0
"LOC106564349"	1065	1029	835	953	1037	929	1016	706
"LOC106564351"	495	440	452	334	560	516	675	300
"LOC106564352"	2177	1720	1729	1715	1747	1452	1776	1025
"LOC106564353"	5	4	2	3	0	15	1	3
"LOC106564354"	381	326	277	348	383	283	428	318
"LOC106564355"	1170	1113	889	846	900	936	893	697
"LOC106564356"	6	13	15	10	24	51	36	107
"LOC106564357"	2	5	1	4	0	1	0	0
"LOC106564358"	1532	1531	1134	1463	1034	944	1224	769
"LOC106564359"	1	1	3	1	2	7	10	13
"LOC106564360"	8	16	4	13	20	44	21	175
"LOC106564361"	0	3	3	3	5	8	7	30
"LOC106564362"	612	606	557	516	629	557	603	909
"LOC106564366"	150	134	158	228	238	266	153	321
"LOC106564367"	1952	1833	1292	1861	1323	1048	1670	1177
"LOC106564368"	2164	1894	1989	1853	2261	1915	2200	1541
"LOC106564369"	1608	1940	1634	1594	1733	1418	2004	1161
"LOC106564370"	125	95	113	107	166	173	165	138
"LOC106564371"	178	73	133	175	80	94	96	71
"LOC106564374"	0	0	1	1	0	1	0	4
"LOC106564376"	86	29	34	73	14	10	39	16
"LOC106564377"	379	261	167	150	146	111	180	203
"LOC106564378"	2	1	0	1	10	9	7	11
"LOC106564379"	17	20	13	7	3	10	15	7
"LOC106564380"	0	2	1	1	3	12	4	16
"LOC106564385"	1726	2784	1467	1584	2694	2220	2484	1822
"LOC106564386"	2	4	2	1	1	0	2	3
"LOC106564387"	2	3	6	2	6	24	14	29
"LOC106564390"	9	4	48	7	19	49	85	128
"LOC106564391"	4277	4412	3659	3521	3014	3901	4228	2221
"LOC106564392"	275	159	169	268	246	180	193	150
"LOC106564393"	382	237	217	527	305	146	222	159
"LOC106564394"	4230	3851	3374	3569	4846	5043	4745	5025
"LOC106564395"	326	352	312	331	310	280	316	285
"LOC106564396"	1234	794	692	1055	797	601	655	497
"LOC106564397"	502	364	276	417	364	354	236	258
"LOC106564398"	226	119	91	188	382	197	157	217
"LOC106564399"	1454	1148	836	1167	955	876	861	600
"LOC106564400"	661	456	373	490	407	355	380	294
"LOC106564402"	114	63	42	60	63	55	65	55
"LOC106564404"	1615	1271	1024	1578	1113	916	929	810
"LOC106564405"	579	407	388	295	422	281	457	303
"LOC106564406"	579	447	405	447	575	400	463	312
"LOC106564413"	122	81	29	52	202	78	64	119
"LOC106564414"	0	0	0	0	0	0	0	0
"LOC106564416"	111	158	68	148	130	66	94	105
"LOC106564417"	0	1	18	1	12	0	1	1
"LOC106564420"	4	5	3	2	5	6	8	6
"LOC106564423"	0	0	0	0	0	0	0	0
"LOC106564424"	43	80	97	84	42	61	74	33
"LOC106564425"	262	488	318	362	527	438	539	327
"LOC106564430"	163	177	225	138	191	146	182	105
"LOC106564432"	8	2	13	6	8	8	17	8
"LOC106564433"	427	412	429	441	386	391	412	322
"LOC106564434"	1	0	1	0	0	0	0	0
"LOC106564435"	15	21	16	17	59	126	47	279
"LOC106564439"	16	17	20	10	26	1	15	20
"LOC106564442"	0	0	1	1	2	1	0	0
"LOC106564443"	66	32	25	25	8	42	17	4
"LOC106564444"	5315	4566	4024	5027	4561	3684	4242	3111
"LOC106564445"	325	279	254	344	305	321	287	298
"LOC106564446"	4	2	4	1	1	5	0	1
"LOC106564447"	2075	1697	1517	1941	1622	1343	1561	1014
"LOC106564452"	407	346	349	408	419	304	387	292
"LOC106564453"	38	38	33	38	22	17	25	15
"LOC106564454"	2	0	4	5	8	15	13	9
"LOC106564456"	4	1	5	1	2	1	2	0
"LOC106564460"	5	13	6	4	7	14	5	8
"LOC106564462"	0	0	0	0	4	6	1	9
"LOC106564464"	2530	2390	2267	1767	2370	2392	2382	1721
"LOC106564465"	4	10	16	8	19	38	21	67
"LOC106564468"	118	112	87	100	181	133	182	105
"LOC106564472"	647	674	580	677	669	618	731	610
"LOC106564473"	5	6	17	4	12	18	20	17
"LOC106564474"	733	907	688	913	928	853	855	761
"LOC106564475"	172	140	162	157	125	137	113	101
"LOC106564476"	434	470	452	332	558	448	531	364
"LOC106564477"	5434	4697	4199	5340	4502	4318	5236	3642
"LOC106564478"	102	91	85	104	98	82	87	84
"LOC106564479"	867	795	712	817	717	822	783	661
"LOC106564480"	30	37	19	42	56	118	39	112
"LOC106564483"	7	2	1	4	1	0	0	2
"LOC106564484"	229	148	147	171	159	152	142	99
"LOC106564485"	111	163	127	168	171	384	238	374
"LOC106564486"	22	17	12	17	27	23	16	20
"LOC106564487"	140	59	74	80	106	96	65	58
"LOC106564488"	465	301	299	423	331	269	278	230
"LOC106564489"	264	182	197	235	259	166	157	137
"LOC106564490"	3590	2403	2470	2564	2371	2180	2158	1855
"LOC106564491"	133	51	58	46	67	57	45	54
"LOC106564492"	748	527	530	697	541	370	421	321
"LOC106564493"	47	35	24	33	26	38	32	42
"LOC106564496"	1285	1479	1310	1166	1356	1028	1217	871
"LOC106564497"	1354	1553	1484	1287	1579	1441	1766	930
"LOC106564498"	592	519	503	592	562	513	549	406
"LOC106564499"	93	173	92	104	112	87	168	75
